gameId,r_summoner1_lane,r_summoner1_championId,r_summoner1_kills,r_summoner1_deaths,r_summoner1_assists,r_summoner1_totalDamageDealt,r_summoner1_totalHeal,r_summoner1_visionScore,r_summoner1_totalDamageTaken,r_summoner1_goldEarned,r_summoner1_champLevel,r_summoner2_lane,r_summoner2_championId,r_summoner2_kills,r_summoner2_deaths,r_summoner2_assists,r_summoner2_totalDamageDealt,r_summoner2_totalHeal,r_summoner2_visionScore,r_summoner2_totalDamageTaken,r_summoner2_goldEarned,r_summoner2_champLevel,r_summoner3_lane,r_summoner3_championId,r_summoner3_kills,r_summoner3_deaths,r_summoner3_assists,r_summoner3_totalDamageDealt,r_summoner3_totalHeal,r_summoner3_visionScore,r_summoner3_totalDamageTaken,r_summoner3_goldEarned,r_summoner3_champLevel,r_summoner4_lane,r_summoner4_championId,r_summoner4_kills,r_summoner4_deaths,r_summoner4_assists,r_summoner4_totalDamageDealt,r_summoner4_totalHeal,r_summoner4_visionScore,r_summoner4_totalDamageTaken,r_summoner4_goldEarned,r_summoner4_champLevel,r_summoner5_lane,r_summoner5_championId,r_summoner5_kills,r_summoner5_deaths,r_summoner5_assists,r_summoner5_totalDamageDealt,r_summoner5_totalHeal,r_summoner5_visionScore,r_summoner5_totalDamageTaken,r_summoner5_goldEarned,r_summoner5_champLevel
3419849143,TOP,Garen,2,5,5,91043,1510,10,20426,7596,13,BOTTOM,Jinx,2,6,1,48738,1305,7,14331,5234,10,MIDDLE,Yasuo,4,12,5,76836,1862,21,19102,7237,11,JUNGLE,MasterYi,6,11,7,101270,7333,7,25176,9410,11,BOTTOM,Yuumi,1,4,7,12441,3148,15,6297,4941,9
3419841849,BOTTOM,Senna,4,2,25,48251,25720,64,8366,12023,16,JUNGLE,Kindred,3,12,13,186476,13037,16,34131,11925,15,MIDDLE,Pantheon,16,9,14,150919,11376,19,46623,16162,17,TOP,Urgot,12,4,8,193597,4640,46,28655,15267,17,BOTTOM,Caitlyn,8,7,10,121879,2419,14,15754,12379,15
3419869123,BOTTOM,Nautilus,5,1,9,19080,156,26,5986,6987,11,BOTTOM,Ezreal,6,1,5,72201,150,13,4250,9011,11,JUNGLE,MasterYi,3,2,5,83004,7553,24,14898,6569,10,JUNGLE,Garen,1,0,2,121883,363,4,8686,8135,14,MIDDLE,Taliyah,4,2,3,77212,2182,12,8256,7700,13
3419855749,TOP,Mordekaiser,7,6,1,68573,4110,12,19115,8774,13,BOTTOM,Brand,2,10,2,43174,127,21,12909,6766,10,MIDDLE,Zoe,0,5,3,37982,782,11,10283,4908,11,BOTTOM,Ashe,1,9,2,56285,1057,11,12724,5884,11,JUNGLE,Graves,0,6,3,101218,4375,13,16468,6389,11
3419883228,BOTTOM,Morgana,2,3,14,18301,2649,33,12680,8396,13,MIDDLE,Diana,7,6,7,149737,1719,20,20926,12160,17,TOP,Teemo,4,8,9,108085,2861,22,19837,10865,15,JUNGLE,Tryndamere,12,6,3,315965,22818,22,45650,17159,18,BOTTOM,Caitlyn,9,1,5,208202,6960,26,16991,14342,17
3419809438,TOP,Renekton,15,6,6,226733,11773,19,40332,17956,18,MIDDLE,Janna,1,8,29,31980,12677,80,23082,10494,16,MIDDLE,Mordekaiser,5,8,5,80982,5536,33,26964,10278,14,JUNGLE,Shyvana,12,9,9,208176,12600,41,37546,15677,18,BOTTOM,Ashe,14,9,17,156690,5250,38,30477,16412,17
3419912294,TOP,Garen,9,6,3,134410,4097,27,35275,12918,16,MIDDLE,Vayne,12,6,7,136373,3582,33,30450,14908,14,JUNGLE,Vi,2,7,12,181266,7856,30,32692,11261,15,MIDDLE,Diana,9,3,6,195957,3450,13,25236,14665,17,BOTTOM,Yuumi,1,2,17,15720,26154,27,5811,8688,14
3419926567,BOTTOM,Varus,13,9,11,158427,7171,25,24709,15212,16,MIDDLE,Ziggs,9,6,8,182016,3964,39,20695,13377,16,TOP,Illaoi,6,8,12,207054,14633,17,40528,12671,17,BOTTOM,Leona,3,8,26,47219,5618,64,28862,10811,16,JUNGLE,Elise,15,5,6,227473,10717,41,26427,16791,17
3419941843,BOTTOM,Lux,5,2,10,53904,1055,46,7904,9911,14,BOTTOM,Vayne,7,2,3,116465,4408,19,14520,11315,14,TOP,Ashe,1,8,7,94497,2744,9,24657,8061,14,JUNGLE,Warwick,4,5,9,132863,16047,20,28525,9947,14,MIDDLE,Teemo,8,6,5,147374,6154,45,20429,11236,15
3419855006,TOP,DrMundo,2,4,8,117918,14162,19,42262,11295,17,JUNGLE,Vi,15,6,10,271294,15256,17,32727,18041,18,BOTTOM,Lucian,2,5,10,176716,4840,23,20119,13368,17,BOTTOM,Veigar,10,7,9,76325,6233,62,21471,12771,15,MIDDLE,Lux,6,5,10,190195,2670,23,16392,13625,17
3419220634,BOTTOM,Vayne,10,6,8,110077,3435,34,17809,11995,14,JUNGLE,Warwick,2,1,6,128960,16200,29,24336,8857,13,TOP,Garen,3,3,2,110152,3793,14,20455,10096,14,MIDDLE,Zed,7,6,0,118224,2426,13,15605,11143,14,BOTTOM,Morgana,5,4,10,49818,4058,39,14329,9156,13
3394687389,JUNGLE,Sejuani,2,8,4,112936,5543,13,29643,8023,12,BOTTOM,Sona,1,8,8,16312,4849,28,14735,6505,13,JUNGLE,Jax,8,6,3,120791,2832,15,24046,12530,15,BOTTOM,MissFortune,6,7,4,101402,1844,9,19764,10702,14,MIDDLE,Orianna,1,11,3,119429,238,10,18179,8254,13
3414201752,MIDDLE,Mordekaiser,12,11,8,261284,14429,29,58962,16632,18,BOTTOM,Senna,18,3,25,237751,30936,33,28109,19611,18,BOTTOM,Janna,7,3,39,82564,22005,78,25587,15678,18,MIDDLE,Yasuo,9,9,19,320289,14879,40,46509,19406,18,JUNGLE,Teemo,14,12,19,302480,14903,25,44336,20037,18
3419317543,BOTTOM,Twitch,6,7,10,86598,2645,21,22920,9928,12,BOTTOM,Zilean,1,11,13,53270,6209,32,21499,7740,12,JUNGLE,Shaco,9,5,8,159727,8078,20,22164,12389,14,MIDDLE,Sylas,7,6,9,88569,9728,27,31785,10243,13,TOP,Renekton,4,5,5,77614,2666,15,20504,9063,12
3419859199,JUNGLE,Nocturne,1,1,2,97705,9476,17,15014,6213,10,TOP,Riven,3,2,2,57424,653,8,11185,6872,12,BOTTOM,Blitzcrank,1,4,14,18431,507,20,11592,6990,11,BOTTOM,Varus,14,3,2,83447,1165,7,7100,11014,11,MIDDLE,Syndra,10,1,0,95056,519,18,8881,9932,13
3419222589,BOTTOM,Nautilus,1,9,8,30573,849,46,22034,7695,13,TOP,Illaoi,3,12,12,130562,9079,11,36682,10383,15,MIDDLE,Lux,8,5,10,130109,741,23,14298,12060,15,JUNGLE,Kindred,7,6,10,184762,11928,31,28310,12740,15,BOTTOM,Jinx,5,4,6,156383,2061,15,12558,12487,15
3419273894,BOTTOM,Ornn,6,5,21,75035,4231,57,29837,12947,15,MIDDLE,Talon,18,2,12,194258,16502,33,35908,18041,18,BOTTOM,Ziggs,7,8,12,187626,512,27,18929,14154,17,TOP,Tryndamere,5,9,6,251600,13487,23,52729,14535,18,JUNGLE,Kayn,8,4,16,276456,24332,25,45388,16517,18
3419439059,JUNGLE,Shyvana,6,11,5,130491,8790,17,32949,10532,13,TOP,Nasus,5,5,3,175727,2683,10,40360,12790,16,BOTTOM,Morgana,4,7,15,24751,2610,42,16006,9230,13,BOTTOM,Xayah,3,10,9,84758,2893,14,20752,9315,12,MIDDLE,Cassiopeia,10,6,4,121642,8165,14,24182,11485,15
3419461385,BOTTOM,Brand,7,6,8,75746,4882,41,23230,10100,14,BOTTOM,Twitch,5,6,11,110671,3996,21,25226,11593,15,JUNGLE,Shyvana,9,8,10,167031,10515,23,38940,12933,15,TOP,Teemo,2,8,9,122237,4339,19,26419,9079,15,MIDDLE,Kayle,6,9,11,120874,7917,17,25821,11490,16
3419155094,MIDDLE,Katarina,6,9,8,111949,2492,21,19288,10135,14,JUNGLE,Kindred,2,8,11,189776,9764,27,24981,11039,15,BOTTOM,Vayne,7,8,2,170947,3758,26,24497,13616,15,TOP,Mordekaiser,7,5,5,163414,7923,14,29045,12218,16,BOTTOM,Nautilus,1,9,10,18776,1179,32,19150,6554,13
3416922319,BOTTOM,Brand,7,5,4,32303,211,17,12036,8049,11,MIDDLE,Nocturne,12,5,8,109893,2535,14,16799,11237,14,TOP,Garen,4,2,0,114274,1509,9,19528,10199,14,BOTTOM,Ezreal,0,3,8,78559,912,7,9645,7740,12,JUNGLE,Shaco,5,4,7,68264,4464,11,14698,7670,11
3416877624,BOTTOM,Yuumi,5,0,26,18860,24256,40,951,9558,15,MIDDLE,Pantheon,23,4,12,167113,6963,16,33345,17078,16,JUNGLE,Rengar,7,3,11,186657,9231,32,26794,12544,15,TOP,Skarner,0,1,11,125647,1478,20,20789,9422,16,BOTTOM,Ezreal,6,6,13,119340,1566,15,20107,11155,14
3414165552,MIDDLE,Sylas,5,4,4,51970,7682,11,19290,7415,12,BOTTOM,MissFortune,5,0,5,109442,726,14,4820,9620,12,TOP,Urgot,9,2,4,118630,4924,20,15377,10910,14,BOTTOM,Leona,2,0,11,25503,2586,42,9399,6970,12,JUNGLE,Elise,2,0,3,116652,9958,8,14210,7454,12
3419969890,BOTTOM,Nautilus,0,8,4,66856,208,21,22920,7193,14,JUNGLE,Fiddlesticks,6,12,14,149421,14029,48,35578,11735,16,MIDDLE,Fizz,11,7,5,128771,4089,14,21984,13860,16,BOTTOM,Vayne,5,8,4,121680,1771,11,22842,10320,15,TOP,Sett,4,7,5,92343,4568,12,32664,10031,15
3419872204,JUNGLE,Ekko,8,8,5,119383,9824,11,24746,9874,13,TOP,Urgot,0,3,0,7478,134,3,3414,3941,8,MIDDLE,Lux,2,4,6,123413,0,20,11110,9511,15,BOTTOM,Nautilus,3,10,15,22130,680,19,21245,7272,12,BOTTOM,Jinx,9,9,7,111585,1975,11,21608,12262,13
3394721376,TOP,DrMundo,3,9,4,69082,4063,12,23564,8138,12,BOTTOM,Brand,1,7,1,34201,0,23,10362,5412,11,MIDDLE,Kassadin,2,4,4,58872,4033,12,17373,7193,13,BOTTOM,Jhin,0,4,0,19912,120,3,4376,4433,6,JUNGLE,Kindred,9,4,4,130766,7079,20,19740,11293,14
3417478983,TOP,Sett,5,12,14,255772,10091,40,55206,17487,18,BOTTOM,Leona,1,10,31,38175,6826,71,47815,12054,18,BOTTOM,Vayne,19,11,9,250092,10377,59,34831,20849,18,JUNGLE,Khazix,17,4,14,305685,37707,31,59190,20428,18,MIDDLE,Leblanc,16,6,19,183179,12986,43,39267,18412,18
3417876409,JUNGLE,Khazix,5,5,4,123038,15897,23,28783,9046,12,BOTTOM,Xayah,4,3,5,89483,2510,16,12016,7927,12,BOTTOM,Thresh,3,6,9,15197,845,40,14083,6429,10,MIDDLE,Zed,6,3,1,121496,3071,17,16375,10172,15,TOP,Akali,2,7,2,80621,3434,5,21988,7764,13
3419344832,TOP,Qiyana,20,10,5,83842,5542,21,28774,14312,14,BOTTOM,Karma,3,9,20,45276,5094,68,21356,9037,13,BOTTOM,Ashe,4,7,16,127525,3096,23,17218,10844,14,JUNGLE,Kayn,5,10,8,142689,13188,24,36875,10180,14,TOP,Kayle,7,7,5,102102,6076,16,18439,11211,14
3419447195,BOTTOM,Blitzcrank,3,5,11,37636,1555,48,16032,8337,13,MIDDLE,Annie,8,3,12,134325,883,34,12129,13343,16,TOP,Urgot,12,1,5,173141,5608,26,18515,14416,17,BOTTOM,Jhin,3,5,15,131702,2663,24,15158,12066,15,JUNGLE,Amumu,4,4,6,124407,6879,18,22997,10066,14
3419579208,TOP,Shen,3,0,11,69277,2497,13,13233,9556,15,BOTTOM,Thresh,1,3,13,23476,4437,34,11895,6387,12,TOP,Zoe,13,1,10,122306,6177,12,13446,12476,15,BOTTOM,Kaisa,9,2,8,90918,2985,7,10132,10451,12,JUNGLE,Vi,5,0,7,152912,7975,28,15864,10308,14
3419752580,TOP,Malphite,9,11,14,120039,6724,20,37018,13798,18,MIDDLE,Ziggs,11,7,6,240869,3310,28,25551,15194,18,BOTTOM,Karma,7,6,20,39956,6051,32,24128,11916,16,JUNGLE,Tryndamere,12,4,7,353707,25270,33,49489,18798,18,BOTTOM,Ashe,15,13,15,250108,6744,53,39527,19341,18
3419967602,JUNGLE,Kindred,14,10,18,210088,20374,34,36942,16027,18,TOP,Teemo,6,6,15,185876,2851,15,29075,14188,18,BOTTOM,Kaisa,14,6,9,174061,5066,32,21662,17076,16,MIDDLE,Kassadin,8,8,13,143790,6409,24,32235,13251,17,BOTTOM,Nautilus,0,7,20,35076,1825,63,18642,8646,15
3419962752,TOP,Urgot,1,5,6,167560,4053,16,24786,12088,16,BOTTOM,Vayne,5,7,12,122633,3980,8,21278,12340,15,MIDDLE,Malzahar,7,4,6,205212,944,39,21148,14135,16,BOTTOM,Nami,4,7,16,22640,18139,68,17919,9372,14,JUNGLE,MasterYi,20,5,6,199163,10658,32,32541,16693,17
3418761826,TOP,Darius,5,13,3,150095,7982,26,43297,13384,16,JUNGLE,LeeSin,7,4,18,177785,12404,27,39826,13077,17,BOTTOM,MissFortune,7,8,16,204367,5395,11,24213,16214,17,TOP,Vladimir,10,4,12,284610,42632,12,36909,16609,18,BOTTOM,Nautilus,6,7,22,35633,1591,72,21409,10740,15
3419609724,JUNGLE,Kindred,5,6,11,209456,19282,42,35165,13538,16,MIDDLE,Sylas,3,6,6,76185,5966,16,26256,8835,14,TOP,Gangplank,10,12,8,179377,7911,13,33224,13143,15,BOTTOM,Velkoz,7,7,10,54784,778,50,13190,10077,14,BOTTOM,Ezreal,3,3,3,121648,2643,22,14719,11106,13
3415082045,TOP,Shen,10,4,6,99177,5306,10,34043,11540,16,BOTTOM,Senna,4,9,10,24010,9625,46,20728,8214,12,MIDDLE,Pyke,6,9,8,63114,4877,13,26292,10633,14,JUNGLE,Shyvana,5,6,6,180565,13009,16,35349,11403,15,BOTTOM,Ashe,2,8,11,97392,2755,13,17900,9030,14
3419932954,BOTTOM,Thresh,4,4,16,40350,1037,71,17251,9953,14,BOTTOM,JarvanIV,14,11,10,136131,2518,27,27844,15753,15,MIDDLE,Annie,6,11,3,100399,3706,39,23624,10850,16,TOP,Gnar,6,7,7,169020,5248,18,39372,14108,16,JUNGLE,Ekko,5,6,10,136499,16920,11,37761,11076,14
3419606835,TOP,Nasus,6,1,6,118051,1076,27,19959,11327,15,BOTTOM,Kaisa,11,3,7,144929,5306,13,15776,13764,15,MIDDLE,Diana,7,3,10,139589,3068,17,19246,11914,15,JUNGLE,JarvanIV,4,7,16,145526,11908,28,27151,11085,14,BOTTOM,Sona,10,3,17,46544,16340,39,16857,10544,14
3415055001,BOTTOM,Maokai,4,7,14,52362,7515,35,23263,9082,13,BOTTOM,Jinx,10,8,10,156075,3468,18,21088,13034,15,TOP,Malphite,6,3,11,100526,5541,2,22559,10741,15,MIDDLE,Sylas,17,6,6,119215,14703,11,33626,14618,16,JUNGLE,MonkeyKing,8,4,17,144378,11068,25,28972,13225,16
3419524069,TOP,Kled,1,5,2,103362,734,18,27524,8874,14,JUNGLE,JarvanIV,3,7,2,113682,6774,21,25427,7933,12,BOTTOM,Senna,0,4,4,11203,7291,42,11156,5427,10,BOTTOM,Varus,2,6,3,76652,1901,14,14045,7400,12,MIDDLE,Kassadin,5,3,3,79217,6529,15,22422,9099,14
3419519867,BOTTOM,Neeko,1,6,1,33411,930,16,13331,4970,9,BOTTOM,MissFortune,2,5,3,43042,886,7,9512,5855,11,MIDDLE,Fizz,2,4,2,39061,740,13,12885,6360,11,JUNGLE,Garen,4,5,1,82842,4495,10,22355,7506,11,TOP,Jhin,0,6,3,69652,1491,19,15680,5986,11
3419382697,JUNGLE,Graves,10,6,21,249404,9512,25,32971,15881,18,TOP,Fiora,9,9,9,168446,10898,25,35184,14334,17,BOTTOM,Nami,0,4,33,21753,17860,72,10682,8595,15,BOTTOM,Ezreal,18,3,14,150075,2503,23,21339,15920,16,MIDDLE,Lissandra,7,5,21,149484,3128,27,20812,12530,16
3415933279,TOP,Darius,8,4,1,123487,3961,20,26187,11766,15,BOTTOM,Varus,4,8,5,104825,1167,18,15065,9402,12,BOTTOM,Thresh,0,12,10,18339,393,48,22403,6541,11,JUNGLE,Fiddlesticks,8,6,9,144728,18082,57,33348,11943,14,MIDDLE,Azir,6,10,5,96940,658,17,19957,9657,14
3419940147,TOP,MonkeyKing,3,6,4,55090,2573,8,18108,7466,12,BOTTOM,Jhin,5,5,6,75756,2161,9,12449,9186,11,MIDDLE,Ekko,1,2,3,95723,3423,9,14946,6796,12,BOTTOM,Zac,4,6,5,27926,7976,25,19827,6059,10,JUNGLE,MasterYi,4,8,1,117221,8355,7,23062,7628,11
3419424825,TOP,Blitzcrank,2,8,10,27948,712,63,20194,7647,12,TOP,Teemo,2,6,4,132432,3534,6,17430,10239,16,JUNGLE,Sejuani,8,4,7,210922,7827,18,32768,13353,16,BOTTOM,Jhin,6,5,5,144436,2837,15,16097,11748,14,MIDDLE,Syndra,4,12,4,83860,780,20,20204,9428,13
3415877276,MIDDLE,Ekko,25,2,3,96786,8939,20,20151,14257,13,JUNGLE,Kayn,4,3,19,140552,15755,16,24676,9634,13,BOTTOM,Vayne,10,0,8,113982,3673,25,6935,12403,13,TOP,Ornn,3,5,11,69517,430,21,23709,8497,12,BOTTOM,Taliyah,3,4,14,38706,1354,45,12536,7780,11
3419385502,MIDDLE,Xerath,4,1,10,109363,81,18,7951,9987,15,JUNGLE,Elise,2,4,14,110966,7170,24,17933,9097,14,TOP,Jayce,13,2,3,150737,1279,16,12484,13325,15,BOTTOM,Jinx,9,3,5,169937,1217,22,13257,13586,14,BOTTOM,Zyra,2,6,10,43864,0,52,13482,8264,12
3420034065,MIDDLE,Orianna,5,4,4,112009,902,19,15297,10368,14,BOTTOM,Vayne,7,5,1,94050,647,15,13120,10236,12,BOTTOM,Yuumi,1,2,9,14421,5815,31,4753,6546,12,JUNGLE,Nidalee,5,6,7,120172,10530,15,23389,8877,13,TOP,Irelia,4,8,0,126000,4524,12,25498,9429,14
3420000313,JUNGLE,Jax,4,8,7,157686,9647,26,30740,10344,14,BOTTOM,Rakan,3,6,7,20809,872,42,12088,6823,10,TOP,Renekton,6,7,5,120182,6164,11,28762,11786,15,BOTTOM,MissFortune,2,11,3,85206,0,5,17647,7983,12,MIDDLE,Rumble,5,6,4,42535,1649,13,18806,8090,12
3407318774,BOTTOM,Thresh,2,3,15,24427,5133,42,21183,8703,13,MIDDLE,Talon,5,3,6,204304,4034,19,20283,13191,17,BOTTOM,Kaisa,10,6,8,136573,911,20,15505,12796,15,TOP,Jax,1,1,12,164333,4015,23,17472,12381,17,JUNGLE,Ekko,14,0,8,270220,24115,21,32950,16192,17
3418729635,MIDDLE,Ekko,5,2,5,92691,5965,17,16478,9366,13,TOP,Ornn,4,0,13,118835,828,11,12731,10486,15,BOTTOM,Caitlyn,8,3,6,104371,2038,12,8396,10206,13,BOTTOM,Zyra,5,3,12,36491,476,49,9769,8925,11,JUNGLE,Warwick,6,3,7,109244,12060,27,20171,10193,13
3419954585,TOP,Sett,6,5,7,115007,2569,19,27765,11622,15,MIDDLE,Swain,7,1,12,121551,8746,15,17702,10556,15,JUNGLE,Kayn,9,3,7,160801,14902,24,30410,11747,14,BOTTOM,Yuumi,3,5,21,15781,16586,47,7875,7651,12,BOTTOM,Rengar,5,8,10,71420,3185,10,26126,8522,11
3419166411,JUNGLE,Trundle,10,8,9,152621,19201,19,46379,12793,14,TOP,Skarner,5,7,8,82133,168,17,20437,9631,14,BOTTOM,Lulu,1,11,9,5531,572,51,14702,6564,12,BOTTOM,Vayne,2,4,5,121413,4139,6,20142,10908,14,TOP,Zed,8,6,2,157649,2175,21,20068,13177,15
3419888986,BOTTOM,Vayne,14,4,4,115525,2718,14,17007,12103,13,BOTTOM,Lulu,0,1,21,19926,1052,34,7686,7781,13,JUNGLE,Amumu,4,2,13,118483,7590,19,19809,9556,14,MIDDLE,Ekko,5,7,8,86579,5314,13,22917,9087,13,TOP,Sett,8,3,7,127015,1261,17,20941,11767,15
3405607548,BOTTOM,Alistar,3,8,3,24007,4325,23,19874,5464,10,JUNGLE,Vi,2,6,4,120663,4533,11,17753,7664,12,TOP,Urgot,4,3,2,87809,919,20,12307,9104,13,MIDDLE,Katarina,5,7,3,50243,2285,13,20104,7343,11,BOTTOM,Ezreal,1,2,4,54246,971,9,10211,6508,11
3405631998,JUNGLE,Warwick,6,5,7,153252,15496,9,34004,10602,14,TOP,Gnar,6,7,5,107356,1752,15,30438,12471,14,BOTTOM,Syndra,4,9,8,108619,3701,11,21706,10091,13,BOTTOM,Senna,4,6,9,55955,10002,56,16733,9074,13,MIDDLE,Yasuo,4,8,9,150049,3756,15,25451,10606,15
3419097596,BOTTOM,MissFortune,12,5,8,97334,1860,19,15531,11775,14,BOTTOM,Lulu,4,2,17,28727,990,46,8963,8256,12,JUNGLE,Trundle,2,5,8,101184,11382,15,24896,8167,13,TOP,Zac,5,3,18,102011,25422,22,30419,11150,15,MIDDLE,Katarina,12,5,6,116104,7686,13,21188,12587,15
3419915638,MIDDLE,Morgana,8,2,11,95606,5918,32,15124,12122,15,TOP,Fiddlesticks,8,2,13,122323,12734,41,20063,10909,14,TOP,Urgot,6,0,3,170966,2932,15,13435,12807,16,BOTTOM,Zyra,2,6,18,44123,1778,54,12656,8389,13,BOTTOM,Twitch,11,1,2,147069,2960,20,10590,12802,14
3419916397,JUNGLE,LeeSin,7,9,13,188047,9524,30,42499,13482,17,BOTTOM,MissFortune,9,9,8,235828,2222,25,21575,16752,16,MIDDLE,Diana,18,8,9,275463,12363,28,34229,18109,18,TOP,Nasus,6,3,18,225321,2256,22,40956,15712,18,BOTTOM,Thresh,0,8,15,22873,1664,63,21058,8600,15
3419586427,BOTTOM,Soraka,0,7,3,16312,7763,43,11568,5000,10,TOP,Camille,4,4,1,80208,967,9,15249,7785,12,MIDDLE,Sylas,5,5,1,70656,4572,10,20454,7744,12,BOTTOM,Jinx,2,3,2,90405,1258,10,11222,7880,11,JUNGLE,LeeSin,4,6,1,97061,6972,15,26156,7598,11
3419932034,MIDDLE,Velkoz,1,2,6,128994,0,18,7155,8799,14,BOTTOM,KogMaw,11,2,4,99697,3620,10,11745,12030,14,TOP,DrMundo,3,0,5,81378,3812,9,16445,9839,15,JUNGLE,Diana,6,1,4,184991,8267,26,16459,10717,14,BOTTOM,Morgana,1,3,12,15347,643,48,9028,7381,11
3411690594,TOP,MonkeyKing,3,3,5,84510,5013,15,19127,9496,14,BOTTOM,MissFortune,9,3,9,128774,3032,9,13156,12078,13,BOTTOM,Leona,2,3,14,21205,2906,37,14950,7663,12,JUNGLE,Warwick,3,5,6,109622,14647,28,27047,8611,13,MIDDLE,Vladimir,10,1,4,133338,20652,12,21905,11575,15
